vendor_id,week,summer_dummy,price,sales
3,14,0,2.5,3910.4219
3,15,0,3,3863.0303
3,16,0,2.5,3735.8474
3,17,0,3,3249.2173
3,18,0,2,3604.7488
3,19,0,2.5,3812.4431
3,20,0,3,3876.8699
3,21,0,2,3940.2759
3,22,1,3,4087.8833
3,23,1,2,4545.73
3,24,1,3,4318.6221
3,25,1,2,4291.8506
3,26,1,2.5,4159.4595
3,27,1,3,4077.5774
3,28,1,2.5,4303.188
3,29,1,3,4271.9717
3,30,1,2.5,4216.2759
3,31,1,3,4168.228
3,32,1,2,4274.2798
3,33,1,1.5,4469.334
3,34,1,1.5,4566.2266
3,35,0,2,4230.5464
3,36,0,3,3902.979
3,37,0,3,4213.7939
3,38,0,1.5,4022.6155
3,39,0,2.5,3408.9534
3,40,0,2,3954.2798
3,41,0,3,3555.3147
3,42,0,2,3585.5354
3,43,0,2.5,4043.5723
3,44,0,2.5,4167.9668
3,45,0,3,3843.2842
3,46,0,2,4343.0889
3,47,0,1.5,4059.4856
3,48,0,1.5,4170.6934
3,49,0,2.5,4042.864
3,50,0,2.5,4174.8936
3,51,0,3,4045.4976
3,52,0,1.5,4131.5796
4,1,0,4,8575.1016
4,2,0,5,8596.3252
4,3,0,4.5,8328.6367
4,4,0,3.5,8901.2256
4,5,0,4,9023.2949
4,6,0,4.5,8796.6104
4,7,0,4.5,8706.3447
4,8,0,4,8854.2744
4,9,0,4,8549.6084
4,10,0,3.5,8699.8008
4,11,0,3.5,8910.2227
4,12,0,4.5,8549.0303
4,13,0,4,8752.5117
4,14,0,3.5,8945.625
4,15,0,4.5,8679.6025
4,16,0,4,9259.9375
4,17,0,5,8683.3984
4,18,0,4.5,8979.0576
4,19,0,3.5,8912.7012
4,20,0,4,8571.9824
4,21,0,4.5,8644.2256
4,22,1,5.5,8782.5459
4,23,1,6,8885.1113
4,24,1,5.5,8836.1387
4,25,1,5,9320.0752
4,26,1,5,9195.415
4,27,1,6,8767.0928
4,28,1,6,9221.3652
4,29,1,5,9049.6123
4,30,1,6,9403.874
4,31,1,5,9430.373
4,32,1,5,8943.4414
4,33,1,5.5,9752.1543
4,34,1,5.5,8380.1133
4,35,0,5,8541.5615
4,36,0,4,9096.4756
4,37,0,3.5,9068.1768
4,38,0,4,8648.4922
4,39,0,4,8654.9111
4,40,0,3.5,9153.3057
4,41,0,5,8896.9619
4,42,0,4.5,8721.1318
4,43,0,5,8033.5229
4,44,0,4.5,8877.7227
4,45,0,4.5,8951.9443
4,46,0,3.5,8977.1563
4,47,0,5,8999.4473
4,48,0,4.5,8600.9297
4,49,0,5,8716.8984
4,50,0,4,8922.9404
4,51,0,4,8381.4531
4,52,0,3.5,8885.7959
5,1,0,2,8996.6875
5,2,0,3,8884.1465
5,3,0,2,8994.7227
5,4,0,3,8775.0537
5,5,0,2.5,8675.6318
5,6,0,3,9211.3564
5,7,0,1.5,8817.751
5,8,0,1.5,9114.3252
5,9,0,2.5,8821.958
5,10,0,2,8719.2178
5,11,0,2,9295.8809
5,12,0,2.5,8512.4746
5,13,0,2.5,8790.6582
5,14,0,2,9232.0684
5,15,0,2,8357.7178
5,16,0,2.5,8627.0166
5,17,0,2,8427.8154
5,18,0,3,8952.6582
5,19,0,1.5,8823.5684
5,20,0,2,8965.1162
5,21,0,1.5,8674.7959
5,22,1,3.5,9151.2705
5,23,1,3,8957.4443
5,24,1,3,8898.0938
5,25,1,3.5,8996.0986
5,26,1,4,8937.5771
5,27,1,4,9157.3311
5,28,1,2.5,8985.9863
5,29,1,3,8894.1104
5,30,1,3,9294.8828
5,31,1,2.5,9116.1436
5,32,1,3,8995.0498
5,33,1,4,8856.7939
5,34,1,3.5,8989.4844
5,35,0,1.5,8801.666
5,36,0,2,8982.0742
5,37,0,1.5,8815.7998
5,38,0,1.5,9052.2422
5,39,0,1.5,8885.624
5,40,0,3,8657.6738
5,41,0,2.5,8446.2002
5,42,0,3,8976.7754
5,43,0,2.5,9120.9316
5,44,0,3,8481.6543
5,45,0,3,8915.96
5,46,0,1.5,9095.6973
5,47,0,2.5,8815.2842
5,48,0,2.5,8536.0186
5,49,0,1.5,8866.0068
5,50,0,3,8696.7598
5,51,0,3,8855.0508
5,52,0,3,9064.2168
6,1,0,2,8928.7871
6,2,0,2,8634.8887
6,3,0,3,8532.4971
6,4,0,1.5,8956.3086
6,5,0,2,8419.0596
6,6,0,1.5,8906.1006
6,7,0,1.5,8639.793
6,8,0,2,8720.4141
6,9,0,1.5,8946.8428
6,10,0,3,8514.625
6,11,0,2.5,8847.0254
6,12,0,1.5,9144.6602
6,13,0,2.5,8889.377
6,14,0,2,9040
6,15,0,1.5,8983.6572
6,16,0,2.5,9137.4512
6,17,0,1.5,8782.2754
6,18,0,2.5,8621.5889
6,19,0,2,8612.2852
6,20,0,1.5,9079.625
6,21,0,2.5,8223.96
6,22,1,4,8961.2334
6,23,1,3,8803.8574
6,24,1,4,8834.1143
6,25,1,4,9060.0254
6,26,1,2.5,9130.0674
6,27,1,3,8787.3662
6,28,1,3.5,9080.8652
6,29,1,3.5,9122.8281
6,30,1,4,8782.8496
6,31,1,2.5,9310.5752
6,32,1,2.5,9307.6396
6,33,1,4,8955.8447
6,34,1,2.5,9241.0938
6,35,0,3,8627.958
6,36,0,2.5,8694.6709
6,37,0,2,8564.7813
6,38,0,2.5,8776.5352
6,39,0,3,8316.7256
6,40,0,1.5,8861.8369
6,41,0,1.5,8561.7178
6,42,0,1.5,9007.6836
6,43,0,1.5,8637.627
6,44,0,2.5,8498.459
6,45,0,2.5,8783.749
6,46,0,2,9148.4795
6,47,0,1.5,8662.7266
6,48,0,2.5,8764.5801
6,49,0,1.5,8743.5869
6,50,0,1.5,9347.1494
6,51,0,2,8413.4014
6,52,0,1.5,8713.123
7,1,0,2,8827.5264
7,2,0,3,8700.3379
7,3,0,1.5,9000.6904
7,4,0,3,8536.3662
7,5,0,2.5,9070.3721
7,6,0,2.5,8637.1064
7,7,0,2.5,8541.2637
7,8,0,1.5,8816.2197
7,9,0,3,8557.5879
7,10,0,1.5,8950.3672
7,11,0,2.5,8862.4873
7,12,0,2,9230.8555
7,13,0,2,8852.6553
7,14,0,2,8591.3115
7,15,0,3,8690.2666
7,16,0,2,8697.667
7,17,0,2.5,8940.0215
7,18,0,1.5,8737.0879
7,19,0,1.5,8901.4854
7,20,0,3,8625.9873
7,21,0,1.5,8812.333
7,22,1,3.5,8656.7314
7,23,1,2.5,9183.2051
7,24,1,3,8830.5029
7,25,1,3,8959.3652
7,26,1,4,8729.1611
7,27,1,3.5,8949.9219
7,28,1,2.5,8846.7227
7,29,1,4,8893.2178
7,30,1,3,9148.085
7,31,1,2.5,9280.1826
7,32,1,3.5,9298.6377
7,33,1,2.5,8983.2061
7,34,1,4,8927.1689
7,35,0,1.5,9078.2744
7,36,0,2,8423.2793
7,37,0,2.5,8798.1221
7,38,0,3,8657.457
7,39,0,2.5,8800.8594
7,40,0,1.5,8590.7354
7,41,0,3,8804.5938
7,42,0,2.5,8635.1553
7,43,0,2,8601.8193
7,44,0,3,8475.5498
7,45,0,2,8642.168
7,46,0,2,8586.7373
7,47,0,1.5,8962.168
7,48,0,3,8886.8447
7,49,0,3,8710.1504
7,50,0,2,9103.7109
7,51,0,1.5,8807.3379
7,52,0,1.5,8824.4238
8,1,0,5,8752.0381
8,2,0,4,8452.2002
8,3,0,5,8865.9678
8,4,0,4.5,8098.394
8,5,0,5,8602.0254
8,6,0,4.5,8423.3086
8,7,0,4,8397.2627
8,8,0,4.5,8737.6826
8,9,0,4.5,8448.4824
8,10,0,3.5,9008.7441
8,11,0,3.5,8705.4639
8,12,0,3.5,8771.6816
8,13,0,4.5,8654.0693
8,14,0,4,8772.3076
8,15,0,4,8658.8691
8,16,0,4.5,8930.1611
8,17,0,4.5,8328.9502
8,18,0,4,8651.0488
8,19,0,4.5,8734.0039
8,20,0,3.5,8803.0195
8,21,0,4,8410.8105
8,22,1,5,8864.1543
8,23,1,6,9174.3398
8,24,1,4.5,9129.0283
8,25,1,4.5,8875.3945
8,26,1,6,8998.5498
8,27,1,6,8864.3076
8,28,1,6,8635.2148
8,29,1,5.5,8741.9688
8,30,1,5.5,8819.7832
8,31,1,5.5,8729.3037
8,32,1,5,8908.6953
8,33,1,5.5,8978.9053
8,34,1,4.5,8786.1611
8,35,0,4,9049.7178
8,36,0,3.5,9001.6543
8,37,0,4.5,8748.0703
8,38,0,4.5,8865.1582
8,39,0,4.5,8374.5381
8,40,0,5,8392.9131
8,41,0,3.5,8721.0234
8,42,0,3.5,8893.0352
8,43,0,4,8655.5293
8,44,0,3.5,8828.9834
8,45,0,4.5,8804.3945
8,46,0,3.5,8528.3447
8,47,0,3.5,8968.9502
8,48,0,3.5,8732.5293
8,49,0,5,8398.0957
8,50,0,4.5,8374.8496
8,51,0,3.5,8735.0518
8,52,0,5,8519.5547
9,1,0,2,8900.4678
9,2,0,3,8762.7861
9,3,0,2,8846.7314
9,4,0,3,8597.1846
9,5,0,1.5,9217.2725
9,6,0,1.5,9053.8311
9,7,0,3,8660.0088
9,8,0,1.5,8940.1465
9,9,0,2,9171.4189
9,10,0,2.5,8656.6904
9,11,0,2,8772.1113
9,12,0,1.5,8687.7334
9,13,0,2.5,8985.0957
9,14,0,1.5,8995.7109
9,15,0,3,9148.2246
9,16,0,3,8544.6846
9,17,0,2.5,8872.3672
9,18,0,1.5,9297.2227
9,19,0,2.5,8731.1113
9,20,0,2.5,8903.9043
9,21,0,1.5,8915.1084
9,22,1,3.5,8973.7158
9,23,1,2.5,8935.0371
9,24,1,3,9265.1846
9,25,1,2.5,8903.9922
9,26,1,3.5,9041.2451
9,27,1,3.5,9328.5986
9,28,1,4,8905.6289
9,29,1,3.5,9139.9004
9,30,1,2.5,8997.4111
9,31,1,3.5,9172.4824
9,32,1,3.5,9549.6689
9,33,1,4,8999.3662
9,34,1,4,8739.2617
9,35,0,1.5,9010.3506
9,36,0,1.5,8989.8535
9,37,0,3,8692.4238
9,38,0,1.5,9016.5342
9,39,0,3,8844.3555
9,40,0,1.5,8823.2627
9,41,0,2.5,9054.7461
9,42,0,2.5,9144.8193
9,43,0,2.5,9179.0439
9,44,0,2,9238.7031
9,45,0,3,8711.9727
9,46,0,2.5,8855.0098
9,47,0,1.5,8773.458
9,48,0,2,8592.0859
9,49,0,1.5,9018.2617
9,50,0,1.5,9114.835
9,51,0,3,8804.6504
9,52,0,2.5,8737.2168
10,1,0,2.5,9099.9668
10,2,0,3,8686.8916
10,3,0,2.5,8996.0527
10,4,0,2,8968.0439
10,5,0,2,9247.2441
10,6,0,3,8608.8945
10,7,0,1.5,9473.3428
10,8,0,3,8592.1611
10,9,0,3,8941.3281
10,10,0,2.5,8939.085
10,11,0,1.5,9044.0928
10,12,0,3,8628.7305
10,13,0,3,9117.8096
10,14,0,3,8913.3994
10,15,0,2,9129.3809
10,16,0,1.5,8602
10,17,0,2,8780.6123
10,18,0,3,8707.6475
10,19,0,3,8895.748
10,20,0,2.5,8746.6494
10,21,0,1.5,9218.9111
10,22,1,4,8865.8359
10,23,1,2.5,9288.8379
10,24,1,4,9204.5791
10,25,1,4,8717.1016
10,26,1,3.5,9440.2656
10,27,1,3.5,9394.1689
10,28,1,3,8852.8936
10,29,1,3.5,9161.332
10,30,1,3.5,9382.8037
10,31,1,4,8885.3047
10,32,1,3.5,9202.9385
10,33,1,4,8979.3447
10,34,1,3.5,9497.3545
10,35,0,2.5,9094.4639
10,36,0,2,8909.0459
10,37,0,1.5,8985.6123
10,38,0,2.5,8726.0459
10,39,0,2.5,8943.9922
10,40,0,3,8439.7471
10,41,0,1.5,8827.9404
10,42,0,1.5,9310.8936
10,43,0,2,8886.124
10,44,0,1.5,9355.2256
10,45,0,1.5,9010.0576
10,46,0,3,8859.2998
10,47,0,2.5,8717.2188
10,48,0,2,8622.584
10,49,0,2,8727.4648
10,50,0,3,8901.9111
10,51,0,2,8726.1719
10,52,0,2,8733.3105
11,1,0,2.5,9133.2842
11,2,0,3,8590.3057
11,3,0,3,8739.2988
11,4,0,2.5,8878.1963
11,5,0,2,8698.0811
11,6,0,1.5,9002.1865
11,7,0,2,8753.5273
11,8,0,2.5,8686.293
11,9,0,1.5,9258.2891
11,10,0,1.5,8965.8535
11,11,0,3,8775.1045
11,12,0,3,8812.7539
11,13,0,2,8784.2178
11,14,0,1.5,8970.5977
11,15,0,1.5,8946.7793
11,16,0,1.5,8965.8965
11,17,0,2,9217.376
11,18,0,2.5,9003.8838
11,19,0,2,9391.7168
11,20,0,3,8809.4463
11,21,0,2,8911.248
11,22,1,3.5,8833.8379
11,23,1,2.5,9350.5547
11,24,1,2.5,9237.4746
11,25,1,3.5,9366.3164
11,26,1,2.5,9641.5488
11,27,1,3.5,9045.0615
11,28,1,3.5,9338.8486
11,29,1,2.5,9363.3906
11,30,1,3,9356.5938
11,31,1,4,9152.0586
11,32,1,4,8675.3906
11,33,1,3,9103.3701
11,34,1,3,9412.2314
11,35,0,2.5,9036.291
11,36,0,2,9018.5488
11,37,0,3,8956.4629
11,38,0,1.5,9149.8477
11,39,0,2,8941.9941
11,40,0,3,8619.1523
11,41,0,3,8983.2529
11,42,0,3,9085.6953
11,43,0,1.5,9009.0898
11,44,0,3,8693.5938
11,45,0,3,8762.5801
11,46,0,3,8975.5947
11,47,0,3,8723.7471
11,48,0,2,8924.5088
11,49,0,2,9352.3623
11,50,0,1.5,9239.5889
11,51,0,2.5,9381.6641
11,52,0,2,9106.1279
12,1,0,2.5,8791.541
12,2,0,3,8975.0674
12,3,0,3,8543.8018
12,4,0,1.5,9099.2012
12,5,0,3,8503.1504
12,6,0,2.5,8920.7646
12,7,0,2,8947.3535
12,8,0,2,9028.875
12,9,0,1.5,8726.1924
12,10,0,2,8760.2285
12,11,0,2.5,9062.9443
12,12,0,1.5,8892.3936
12,13,0,2,8753.0469
12,14,0,3,9078.7471
12,15,0,1.5,9001.498
12,16,0,1.5,9288.6797
12,17,0,3,9401.3857
12,18,0,1.5,9141.1807
12,19,0,2.5,8809.1777
12,20,0,3,8978.165
12,21,0,1.5,9026.4199
12,22,1,3,9467.1172
12,23,1,4,9099.8369
12,24,1,3,9292.4316
12,25,1,3.5,8909.4453
12,26,1,3,9496.0352
12,27,1,3,9245.9561
12,28,1,3.5,9186.1104
12,29,1,4,9142.8311
12,30,1,3,9066.9883
12,31,1,3,9287.0693
12,32,1,4,9453.2295
12,33,1,4,9007.4893
12,34,1,3.5,9151.2852
12,35,0,3,9053.7969
12,36,0,3,8884.9023
12,37,0,3,8930.5693
12,38,0,1.5,9128.416
12,39,0,3,8381.9893
12,40,0,3,8791.1338
12,41,0,2.5,9171.792
12,42,0,2,8700.7422
12,43,0,1.5,9149.1172
12,44,0,1.5,9164.5615
12,45,0,2.5,9080.832
12,46,0,2,8890.2988
12,47,0,2.5,8896.6914
12,48,0,1.5,8801.3906
12,49,0,2.5,8709.874
12,50,0,2.5,8526.4346
12,51,0,2.5,9011.9795
12,52,0,3,8879.9326
13,1,0,4.5,8646.8486
13,2,0,3.5,9008.7734
13,3,0,4,8727.1563
13,4,0,4,8821.0166
13,5,0,3.5,9108.0059
13,6,0,3.5,9225.2432
13,7,0,5,9085.0557
13,8,0,4.5,8998.4014
13,9,0,5,9043.5322
13,10,0,3.5,8608.8525
13,11,0,4.5,9005.5186
13,12,0,4,8994.5576
13,13,0,3.5,8946.9111
13,14,0,5,9159.9082
13,15,0,3.5,8960.8672
13,16,0,4.5,8774.6113
13,17,0,4.5,8934.2383
13,18,0,4.5,8843.4775
13,19,0,4.5,8454.5713
13,20,0,4.5,8975.3398
13,21,0,4,8718.5635
13,22,1,5.5,9614.8154
13,23,1,4.5,9485.9287
13,24,1,5.5,9116.0752
13,25,1,5.5,9179.1572
13,26,1,6,9219.3125
13,27,1,6,9308.5576
13,28,1,5,9195.0176
13,29,1,4.5,9368.6631
13,30,1,4.5,9331.9033
13,31,1,5,9295.8125
13,32,1,4.5,9220.2197
13,33,1,5.5,9186.2393
13,34,1,5.5,8978.4355
13,35,0,4,8828.8076
13,36,0,3.5,9032.3369
13,37,0,4,8495.2549
13,38,0,5,8464.4014
13,39,0,5,8768.4053
13,40,0,3.5,9029.5195
13,41,0,4,8982.5283
13,42,0,3.5,9396.7959
13,43,0,3.5,9152.8672
13,44,0,5,8777.6201
13,45,0,5,9000.5967
13,46,0,4.5,9126.4551
13,47,0,4.5,8960.3398
13,48,0,4,8848.3486
13,49,0,3.5,8980.3066
13,50,0,4,9057.8828
13,51,0,4,8992.5137
13,52,0,4,9339.9805
14,1,0,5,8584.6387
14,2,0,3.5,8954.8916
14,3,0,4.5,8853.709
14,4,0,5,8928.5156
14,5,0,4,8852.416
14,6,0,5,8544.2676
14,7,0,3.5,8507.46
14,8,0,4.5,8902.9014
14,9,0,3.5,8947.2686
14,10,0,4,8573.0713
14,11,0,4.5,8713.2852
14,12,0,4.5,8716.2529
14,13,0,4,9181.3281
14,14,0,4,8696.1016
14,15,0,4,8412.7285
14,16,0,4.5,8899.5645
14,17,0,3.5,8873.3135
14,18,0,4.5,8841.4844
14,19,0,5,8550.8779
14,20,0,4.5,8996.1396
14,21,0,4.5,8461.7334
14,22,1,5.5,9049.9043
14,23,1,4.5,8957.5684
14,24,1,4.5,9053.3975
14,25,1,5.5,8690.2197
14,26,1,5.5,8813.6807
14,27,1,4.5,9153.1904
14,28,1,4.5,9329.2041
14,29,1,5,9350.2725
14,30,1,5,8761.8369
14,31,1,6,8790.627
14,32,1,6,8782.7197
14,33,1,4.5,9246.416
14,34,1,5.5,9086.5977
14,35,0,3.5,8513.7148
14,36,0,3.5,8759.8594
14,37,0,3.5,8484.6631
14,38,0,4,8714.7637
14,39,0,4,9085.3301
14,40,0,4.5,8817.1484
14,41,0,4.5,8686.9824
14,42,0,3.5,8842.4102
14,43,0,4,8794.6123
14,44,0,3.5,8837.3535
14,45,0,3.5,8741.4424
14,46,0,4.5,8625.8096
14,47,0,4.5,8315.7539
14,48,0,4.5,8843.2871
14,49,0,4.5,8643.5615
14,50,0,4.5,8598.9141
14,51,0,4.5,8487.8916
14,52,0,3.5,8969.1885
15,1,0,3.5,8915.2539
15,2,0,4,8775.4814
15,3,0,4.5,8693.8496
15,4,0,5,8914.2168
15,5,0,3.5,8875.6445
15,6,0,4,8845.4082
15,7,0,5,8442.6426
15,8,0,4.5,8568.1572
15,9,0,4.5,8544.5156
15,10,0,3.5,9040.7578
15,11,0,3.5,8614.5068
15,12,0,4,8937.3096
15,13,0,5,8300.7822
15,14,0,4,9003.6982
15,15,0,4,9112.9111
15,16,0,4.5,8417.4951
15,17,0,5,8613.793
15,18,0,4.5,8693.6738
15,19,0,4.5,8386.0752
15,20,0,4.5,8743.2178
15,21,0,4.5,8646.3828
15,22,1,4.5,9187.3271
15,23,1,5.5,8947.4854
15,24,1,5,8894.1855
15,25,1,5,8910.001
15,26,1,6,9021.7461
15,27,1,4.5,9333.2314
15,28,1,4.5,9108.2256
15,29,1,5.5,8978.9941
15,30,1,5.5,8857.6563
15,31,1,5.5,9169.4199
15,32,1,5,8921.7832
15,33,1,6,8790.5254
15,34,1,5.5,8873.2373
15,35,0,4,8572.3828
15,36,0,4.5,8795.6787
15,37,0,4.5,8652.582
15,38,0,3.5,9332.6953
15,39,0,3.5,8790.6592
15,40,0,3.5,8877.8887
15,41,0,4,8934.8828
15,42,0,4,8810.7939
15,43,0,3.5,9009.9912
15,44,0,5,8355.7734
15,45,0,3.5,8619.1152
15,46,0,4.5,8989.9639
15,47,0,3.5,8720.9297
15,48,0,4.5,8873.7559
15,49,0,4.5,8509.5518
15,50,0,4.5,8927.1035
15,51,0,4.5,8679.7803
15,52,0,4.5,8710.3789
16,1,0,2.5,8870.5078
16,2,0,2.5,9176.252
16,3,0,3,8788.6152
16,4,0,2.5,8803.6855
16,5,0,1.5,9066.0518
16,6,0,2.5,8580.123
16,7,0,2.5,8753.8027
16,8,0,3,8877.2656
16,9,0,2,8899.9307
16,10,0,1.5,8882.0576
16,11,0,3,8479.0762
16,12,0,2.5,8933.2705
16,13,0,3,8596.5273
16,14,0,1.5,8714.2598
16,15,0,1.5,8734.4385
16,16,0,3,8661.7979
16,17,0,2.5,8530.6006
16,18,0,2,8621.3838
16,19,0,3,8727.3496
16,20,0,2.5,8850.4961
16,21,0,2,9108.6396
16,22,1,3.5,9164.1094
16,23,1,3,8908.3096
16,24,1,4,9008.0186
16,25,1,4,8603.5996
16,26,1,3,9311.1973
16,27,1,3.5,8772.9082
16,28,1,3,9072.5762
16,29,1,3.5,8919.376
16,30,1,4,8870.5488
16,31,1,3,8750.0088
16,32,1,3.5,9208.9063
16,33,1,4,9029.4189
16,34,1,3,8971.0146
16,35,0,3,8652.3574
16,36,0,2,8945.1924
16,37,0,3,8788.0898
16,38,0,2,8853.5391
16,39,0,2.5,8547.9863
16,40,0,3,8796.8096
16,41,0,2.5,8740.8896
16,42,0,1.5,8941.1348
16,43,0,3,8718.2451
16,44,0,2,8797.9385
16,45,0,2.5,9045.1865
16,46,0,3,8501.2617
16,47,0,1.5,8805.4258
16,48,0,2,9005.0068
16,49,0,1.5,9062.2178
16,50,0,1.5,8731.3447
16,51,0,2,8309.5137
16,52,0,2,8988.5332
17,1,0,5,8478.8223
17,2,0,4.5,8589.709
17,3,0,4.5,8893.1904
17,4,0,4.5,8827.1748
17,5,0,4,8906.6738
17,6,0,3.5,8771.29
17,7,0,3.5,8770.458
17,8,0,5,8617.5801
17,9,0,4.5,8619.3174
17,10,0,3.5,8900.8848
17,11,0,5,8658.6045
17,12,0,4,8641.2158
17,13,0,4.5,8669.8496
17,14,0,4,8831.3936
17,15,0,4,8874.7334
17,16,0,4.5,8585.2178
17,17,0,3.5,8868.8242
17,18,0,4,8673.4502
17,19,0,4,8666.2051
17,20,0,3.5,8597.2793
17,21,0,3.5,8977.7598
17,22,1,6,9025.7129
17,23,1,5,9119.6738
17,24,1,5.5,8840.5098
17,25,1,6,8507.2354
17,26,1,5,9478.3223
17,27,1,5.5,9067.2354
17,28,1,6,9131.6367
17,29,1,6,8929.2412
17,30,1,6,8760.3916
17,31,1,6,8668.3252
17,32,1,4.5,8817.1436
17,33,1,5,9095.6826
17,34,1,4.5,9357.5635
17,35,0,3.5,9143.4287
17,36,0,4.5,8693.375
17,37,0,4,8576.6064
17,38,0,4.5,8407.6084
17,39,0,3.5,8735.8457
17,40,0,3.5,8810.7627
17,41,0,5,8187.6416
17,42,0,4.5,8569.9121
17,43,0,4.5,8836.168
17,44,0,4.5,8870.166
17,45,0,4,8862.3428
17,46,0,4.5,8892.8252
17,47,0,5,8510.5645
17,48,0,4,8708.0264
17,49,0,4,8727.7168
17,50,0,4,9111.293
17,51,0,4,9003.4971
17,52,0,3.5,8690.6768
18,1,0,3,8914.1182
18,2,0,1.5,8618.4092
18,3,0,3,8581.0508
18,4,0,2,8398.0166
18,5,0,1.5,8810.9512
18,6,0,1.5,9011.8359
18,7,0,2,8976.5723
18,8,0,2.5,8627.1914
18,9,0,1.5,8657.2178
18,10,0,1.5,9131.3076
18,11,0,3,8278.1143
18,12,0,3,8752.7207
18,13,0,1.5,8631.709
18,14,0,2,8650.8662
18,15,0,2,8806.6699
18,16,0,3,8385.1855
18,17,0,2.5,8604.1816
18,18,0,2.5,8548.9688
18,19,0,2.5,8717.7588
18,20,0,3,8305.6865
18,21,0,2,8868.834
18,22,1,3.5,8668.2715
18,23,1,2.5,9320.4688
18,24,1,3,9624.4004
18,25,1,2.5,8905.6846
18,26,1,2.5,9264.4434
18,27,1,3,9185.4307
18,28,1,3,8972.082
18,29,1,3,9328.1885
18,30,1,3,9001.1406
18,31,1,3.5,8795.0088
18,32,1,3.5,9079.6123
18,33,1,2.5,9133.1621
18,34,1,3.5,8724.4766
18,35,0,3,8191.2583
18,36,0,3,8576.6484
18,37,0,2,8711.082
18,38,0,3,8685.0186
18,39,0,1.5,8645.7109
18,40,0,1.5,9038.0635
18,41,0,2.5,8584.9053
18,42,0,1.5,8743.374
18,43,0,2,8948.0703
18,44,0,1.5,8748.4482
18,45,0,2,8901.0303
18,46,0,2,8840.0391
